"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YFZPNU8M","journalArticle","2011","Huijse, Liza; Sachdev, Subir","Fermi surfaces and gauge-gravity duality","Physical Review D: Particles and Fields","","","10.1103/PhysRevD.84.026001","https://arxiv.org/abs/1104.5022","We give a unified overview of the zero temperature phases of compressible quantum matter: i.e. phases in which the expectation value of a globally conserved U(1) density, Q, varies smoothly as a function of parameters. Provided the global U(1) and translational symmetries are unbroken, such phases are expected to have Fermi surfaces, and the Luttinger theorem relates the volumes enclosed by these Fermi surfaces to <Q>. We survey models of interacting bosons and/or fermions and/or gauge fields which realize such phases. Some phases have Fermi surfaces with the singularities of Landau's Fermi liquid theory, while other Fermi surfaces have non-Fermi liquid singularities. Compressible phases found in models applicable to condensed matter systems are argued to also be present in models obtained by applying chemical potentials (and other deformations allowed by the residual symmetry at non-zero chemical potential) to the paradigmic supersymmetric gauge theories underlying gauge-gravity duality: the ABJM model in spatial dimension d=2, and the N=4 SYM theory in d=3.","2011","2023-09-12 13:24:16","2023-09-19 08:13:25","","026001","","","84","","Phys. Rev. D","","","","","","","","","","","INSPIRE","897399","","","92 citations (INSPIRE 2023/9/12) 77 citations w/o self (INSPIRE 2023/9/12) Citation Key: Huijse:2011hp arXiv:1104.5022 [hep-th]","","/home/nchagnet/Zotero/storage/LNHNNN7Y/Huijse2011hp.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A44X8E8Q","journalArticle","2011","Hartnoll, Sean A.; Petrov, Pavel","Electron star birth: A continuous phase transition at nonzero density","Physical Review Letters","","0031-9007, 1079-7114","10.1103/PhysRevLett.106.121601","http://arxiv.org/abs/1011.6469","We show that charged black holes in Anti-de Sitter spacetime can undergo a third order phase transition at a critical temperature in the presence of charged fermions. In the low temperature phase, a fraction of the charge is carried by a fermion fluid located a finite distance from the black hole. In the zero temperature limit the black hole is no longer present and all charge is sourced by the fermions. The solutions exhibit the low temperature entropy density scaling s~T^{2/z} anticipated from the emergent IR criticality of recently discussed electron stars.","2011","2020-02-16 20:42:38","2024-02-18 13:42:40","2020-02-16 20:42:38","121601","","12","106","","Phys. Rev. Lett.","Electron star birth","","","","","","","","","","INSPIRE","878573","arXiv.org","","59 citations (INSPIRE 2024/2/18) 55 citations w/o self (INSPIRE 2024/2/18) Citation Key: Hartnoll:2010ik arXiv:1011.6469 [hep-th]","","/home/nchagnet/Zotero/storage/98GDLUEH/Hartnoll2010ik.pdf","","","General Relativity and Quantum Cosmology; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JJYPSD4X","journalArticle","2011","Hartnoll, Sean A.; Tavanfar, Alireza","Electron stars for holographic metallic criticality","Physical Review D","","1550-7998, 1550-2368","10.1103/PhysRevD.83.046003","http://arxiv.org/abs/1008.2828","We refer to the ground state of a gravitating, charged ideal fluid of fermions held at a finite chemical potential as an `electron star'. In a holographic setting, electron stars are candidate gravity duals for strongly interacting finite fermion density systems. We show how electron stars develop an emergent Lifshitz scaling at low energies. This IR scaling region is a consequence of the two way interaction between emergent quantum critical bosonic modes and the finite density of fermions. By integrating from the IR region to an asymptotically AdS_4 spacetime, we compute basic properties of the electron stars, including their electrical conductivity. We emphasize the challenge of connecting UV and IR physics in strongly interacting finite density systems.","2011","2020-02-16 20:41:05","2024-02-18 13:42:40","2020-02-16 20:41:05","046003","","4","83","","Phys. Rev. D","","","","","","","","","","","INSPIRE","865500","arXiv.org","","169 citations (INSPIRE 2024/2/18) 159 citations w/o self (INSPIRE 2024/2/18) Citation Key: Hartnoll:2010gu arXiv:1008.2828 [hep-th]","","/home/nchagnet/Zotero/storage/66JQ8FIQ/Hartnoll2010gu.pdf","","","High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TF488JT5","journalArticle","2011","Liu, Hong; McGreevy, John; Vegh, David","Non-Fermi liquids from holography","Physical Review D","","1550-7998, 1550-2368","10.1103/PhysRevD.83.065029","http://arxiv.org/abs/0903.2477","We report on a potentially new class of non-Fermi liquids in (2+1)-dimensions. They are identified via the response functions of composite fermionic operators in a class of strongly interacting quantum field theories at finite density, computed using the AdS/CFT correspondence. We find strong evidence of Fermi surfaces: gapless fermionic excitations at discrete shells in momentum space. The spectral weight exhibits novel phenomena, including particle-hole asymmetry, discrete scale invariance, and scaling behavior consistent with that of a critical Fermi surface postulated by Senthil.","2011","2020-02-16 20:48:20","2024-02-18 13:42:39","2020-02-16 20:48:20","065029","","6","83","","Phys. Rev. D","","","","","","","","","","","INSPIRE","815485","arXiv.org","","530 citations (INSPIRE 2024/2/18) 507 citations w/o self (INSPIRE 2024/2/18) Citation Key: Liu:2009dm tex.ids= Liu:2009dma, liu2011b arXiv:0903.2477 [hep-th] number: MIT-CTP-4023","","/home/nchagnet/Zotero/storage/B5EI6A35/Liu2009dm.pdf; /home/nchagnet/Zotero/storage/PZRVT2WW/Liu2009dm.pdf; /home/nchagnet/Zotero/storage/BBJHWWRM/Liu2009dm.pdf","","","Condensed Matter - Strongly Correlated Electrons; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X228PXWG","journalArticle","2011","Hartnoll, Sean A.; Hofman, Diego M.; Vegh, David","Stellar spectroscopy: Fermions and holographic Lifshitz criticality","Journal of High Energy Physics","","1029-8479","10.1007/JHEP08(2011)096","http://arxiv.org/abs/1105.3197","Electron stars are fluids of charged fermions in Anti-de Sitter spacetime. They are candidate holographic duals for gauge theories at finite charge density and exhibit emergent Lifshitz scaling at low energies. This paper computes in detail the field theory Green's function G^R(w,k) of the gauge-invariant fermionic operators making up the star. The Green's function contains a large number of closely spaced Fermi surfaces, the volumes of which add up to the total charge density in accordance with the Luttinger count. Excitations of the Fermi surfaces are long lived for w <~ k^z. Beyond w ~ k^z the fermionic quasiparticles dissipate strongly into the critical Lifshitz sector. Fermions near this critical dispersion relation give interesting contributions to the optical conductivity.","2011","2020-02-16 20:44:41","2024-02-18 13:42:40","2020-02-16 20:44:41","096","","8","08","","JHEP","Stellar spectroscopy","","","","","","","","","","INSPIRE","900410","arXiv.org","","94 citations (INSPIRE 2024/2/18) 86 citations w/o self (INSPIRE 2024/2/18) Citation Key: Hartnoll:2011dm arXiv:1105.3197 [hep-th]","","/home/nchagnet/Zotero/storage/5YGCUFMH/Hartnoll2011dm.pdf","","","High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCDF3N47","journalArticle","2011","Faulkner, Thomas; Polchinski, Joseph","Semi-holographic Fermi liquids","Journal of High Energy Physics","","1029-8479","10.1007/JHEP06(2011)012","https://doi.org/10.1007/JHEP06(2011)012","We show that the universal physics of recent holographic non-Fermi liquid models is captured by a semi-holographic description, in which a dynamical boundary field is coupled to a strongly coupled conformal sector having a gravity dual. This allows various generalizations, such as a dynamical exponent and lattice and impurity effects. We examine possible relevant deformations, including multi-trace terms and spin-orbit effects. We discuss the matching onto the UV theory of the earlier work, and an alternate description in which the boundary field is integrated out.","2011","2021-07-19 15:57:35","2024-02-18 13:42:41","2021-07-19 15:57:35","012","","6","06","","JHEP","","","","","","","","en","","","INSPIRE","843986","Springer Link","","199 citations (INSPIRE 2024/2/18) 186 citations w/o self (INSPIRE 2024/2/18) Citation Key: Faulkner:2010tq arXiv:1001.5049 [hep-th] number: NSF-KITP-10-010","","/home/nchagnet/Zotero/storage/YGGXPLHV/Faulkner2010tq.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K5XRMZ9P","journalArticle","2012","Iqbal, Nabil; Liu, Hong; Mezei, Márk","Semi-local quantum liquids","Journal of High Energy Physics","","1029-8479","10.1007/JHEP04(2012)086","http://link.springer.com/10.1007/JHEP04(2012)086","Gauge/gravity duality applied to strongly interacting systems at finite density predicts a universal intermediate energy phase to which we refer as a semi-local quantum liquid. Such a phase is characterized by a finite spatial correlation length, but an infinite correlation time and associated nontrivial scaling behavior in the time direction, as well as a nonzero entropy density. For a holographic system at a nonzero chemical potential, this unstable phase sets in at an energy scale of order of the chemical potential, and orders at lower energies into other phases; examples include superconductors and antiferromagnetic-type states. In this paper we give examples in which it also orders into Fermi liquids of ""heavy"" fermions. While the precise nature of the lower energy state depends on the specific dynamics of the individual system, we argue that the semi-local quantum liquid emerges universally at intermediate energies through deconfinement (or equivalently fractionalization). We also discuss the possible relevance of such a semi-local quantum liquid to heavy electron systems and the strange metal phase of high temperature cuprate superconductors.","2012","2022-08-30 13:34:53","2024-02-18 13:42:36","2022-08-30 13:34:53","086","","4","04","","JHEP","","","","","","","","en","","","INSPIRE","901087","DOI.org (Crossref)","","132 citations (INSPIRE 2024/2/18) 122 citations w/o self (INSPIRE 2024/2/18) Citation Key: Iqbal:2011in tex.ids= iqbalSemilocalQuantumLiquids2012 arXiv:1105.4621 [hep-th] tex.eprint: 1105.4621 number: MIT-CTP-4267","","/home/nchagnet/Zotero/storage/MN7JXHRI/Iqbal2011in.pdf","","Condensed Matter - Strongly Correlated Electrons; High Energy Physics - Theory","AdS-CFT Correspondence; Gauge-gravity correspondence; Holography and condensed matter physics (AdS/CMT)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4PZ8FCEB","journalArticle","2012","Hartnoll, Sean A.; Huijse, Liza","Fractionalization of holographic Fermi surfaces","Classical and Quantum Gravity","","0264-9381, 1361-6382","10.1088/0264-9381/29/19/194001","http://arxiv.org/abs/1111.2606","Zero temperature states of matter are holographically described by a spacetime with an asymptotic electric flux. This flux can be sourced either by explicit charged matter fields in the bulk, by an extremal black hole horizon, or by a combination of the two. We refer to these as mesonic, fully fractionalized and partially fractionalized phases of matter, respectively. By coupling a charged fluid of fermions to an asymptotically AdS_4 Einstein-Maxwell-dilaton theory, we exhibit quantum phase transitions between all three of these phases. The onset of fractionalization can be either a first order or continuous phase transition. In the latter case, at the quantum critical point the theory displays an emergent Lifshitz scaling symmetry in the IR.","2012","2020-07-15 13:33:31","2024-02-18 13:42:37","2020-07-15 13:33:30","194001","","19","29","","Class. Quant. Grav.","","","","","","","","","","","INSPIRE","945525","arXiv.org","","51 citations (INSPIRE 2024/2/18) 41 citations w/o self (INSPIRE 2024/2/18) Citation Key: Hartnoll:2011pp arXiv:1111.2606 [hep-th]","","/home/nchagnet/Zotero/storage/HRHFEKJE/Hartnoll2011pp.pdf","","","Condensed Matter - Strongly Correlated Electrons; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MZTJFUAJ","journalArticle","2012","Hashimoto, Koji; Iizuka, Norihiro","A Comment on Holographic Luttinger Theorem","Journal of High Energy Physics","","1029-8479","10.1007/JHEP07(2012)064","http://arxiv.org/abs/1203.5388","Robustness of the Luttinger theorem for fermionic liquids is examined in holography. The statement of the Luttinger theorem, the equality between the fermion charge density and the volume enclosed by the Fermi surface, can be mapped to a Gauss's law in the gravity dual, a la Sachdev. We show that various deformations in the gravity dual, such as inclusion of magnetic fields, a parity-violating theta-term, dilatonic deformations, and higher-derivative corrections, do not violate the holographic derivation of the Luttinger theorem, as long as the theory is in a confining phase. Therefore a robustness of the theorem is found for strongly correlated fermions coupled with strongly coupled sectors which admit gravity duals. On the other hand, in the deconfined phase, we also show that the deficit appearing in the Luttinger theorem is again universal. It measures a total deficit which measures the charge of the deconfined (""fractionalized"") fermions, independent of the deformation parameters.","2012","2020-06-26 07:19:35","2023-09-19 08:13:24","2020-06-26 07:19:35","064","","7","07","","JHEP","","","","","","","","","","","INSPIRE","1094894","arXiv.org","","15 citations (INSPIRE 2022/6/24) 12 citations w/o self (INSPIRE 2022/6/24) Citation Key: Hashimoto:2012ti arXiv:1203.5388 [hep-th] number: CERN-PH-TH-2012-062, RIKEN-MP-41","","/home/nchagnet/Zotero/storage/Z5DUXTBJ/Hashimoto2012ti.pdf","","","High Energy Physics - Theory; Condensed Matter - Strongly Correlated Electrons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VEB8W6NH","journalArticle","2012","Allais, Andrea; McGreevy, John; Suh, S. Josephine","A quantum electron star","Physical Review Letters","","0031-9007, 1079-7114","10.1103/PhysRevLett.108.231602","http://arxiv.org/abs/1202.5308","We construct and probe a holographic description of state of matter which results from coupling a Fermi liquid to a relativistic conformal field theory (CFT). The bulk solution is described by a quantum gas of fermions supported from collapse into the gravitational well of AdS by their own electrostatic repulsion. In the probe limit studied here, the Landau quasiparticles survive this coupling to a CFT.","2012","2020-02-16 20:45:38","2024-02-18 13:42:37","2020-02-16 20:45:38","231602","","23","108","","Phys. Rev. Lett.","","","","","","","","","","","INSPIRE","1090416","arXiv.org","","40 citations (INSPIRE 2024/2/18) 37 citations w/o self (INSPIRE 2024/2/18) ZSCC: NoCitationData[s0] Citation Key: Allais:2012ye arXiv:1202.5308 [hep-th] number: MIT-CTP-4351","","/home/nchagnet/Zotero/storage/5LF6ZDXY/Allais2012ye.pdf","","","Condensed Matter - Strongly Correlated Electrons; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4BEJS6E7","journalArticle","2012","Iizuka, Norihiro; Kundu, Nilay; Narayan, Prithvi; Trivedi, Sandip P.","Holographic Fermi and Non-Fermi Liquids with Transitions in Dilaton Gravity","Journal of High Energy Physics","","1029-8479","10.1007/JHEP01(2012)094","http://arxiv.org/abs/1105.1162","We study the two-point function for fermionic operators in a class of strongly coupled systems using the gauge-gravity correspondence. The gravity description includes a gauge field and a dilaton which determines the gauge coupling and the potential energy. Extremal black brane solutions in this system typically have vanishing entropy. By analyzing a charged fermion in these extremal black brane backgrounds we calculate the two-point function of the corresponding boundary fermionic operator. We find that in some region of parameter space it is of Fermi liquid type. Outside this region no well-defined quasi-particles exist, with the excitations acquiring a non-vanishing width at zero frequency. At the transition, the two-point function can exhibit non-Fermi liquid behaviour.","2012","2020-02-16 20:45:30","2024-02-18 13:42:36","2020-02-16 20:45:30","094","","1","01","","JHEP","","","","","","","","","","","INSPIRE","898888","arXiv.org","","188 citations (INSPIRE 2024/2/18) 174 citations w/o self (INSPIRE 2024/2/18) Citation Key: Iizuka:2011hg arXiv:1105.1162 [hep-th] number: CERN-PH-TH-2011-101, TIFR-TH-11-20","","/home/nchagnet/Zotero/storage/3AU45RBT/Iizuka2011hg.pdf","","","Condensed Matter - Strongly Correlated Electrons; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V2EV34WI","journalArticle","2011","Sachdev, Subir","A model of a Fermi liquid using gauge-gravity duality","Physical Review D","","1550-7998, 1550-2368","10.1103/PhysRevD.84.066009","http://arxiv.org/abs/1107.5321","We use gauge-gravity duality to model the crossover from a conformal critical point to a confining Fermi liquid, driven by a change in fermion density. The short-distance conformal physics is represented by an anti-de Sitter geometry, which terminates into a confining state along the emergent spatial direction. The Luttinger relation, relating the area enclosed by the Fermi surfaces to the fermion density, is shown to follow from Gauss's Law for the bulk electric field. We argue that all low energy modes are consistent with Landau's Fermi liquid theory. An explicit solution is obtained for the Fermi liquid for the case of hard-wall boundary conditions in the infrared.","2011","2020-02-16 20:40:25","2024-02-18 13:42:39","2020-02-16 20:40:25","066009","","6","84","","Phys. Rev. D","","","","","","","","","","","INSPIRE","920532","arXiv.org","","83 citations (INSPIRE 2024/2/18) 75 citations w/o self (INSPIRE 2024/2/18) Citation Key: Sachdev:2011ze arXiv:1107.5321 [hep-th]","","/home/nchagnet/Zotero/storage/2CTCVWJD/Sachdev2011ze.pdf","","","Condensed Matter - Strongly Correlated Electrons; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADJWN7R5","journalArticle","2012","Iqbal, Nabil; Liu, Hong","Luttinger's theorem, superfluid vortices, and holography","Classical and Quantum Gravity","","0264-9381, 1361-6382","10.1088/0264-9381/29/19/194004","http://arxiv.org/abs/1112.3671","Strongly coupled field theories with gravity duals can be placed at finite density in two ways: electric field flux emanating from behind a horizon, or bulk charged fields outside of the horizon that explicitly source the density. We discuss field-theoretical observables that are sensitive to this distinction. If the charged fields are fermionic, we discuss a modified Luttinger's theorem that holds for holographic systems, in which the sum of boundary theory Fermi surfaces counts only the charge outside of the horizon. If the charged fields are bosonic, we show that the the resulting superfluid phase may be characterized by the coefficient of the transverse Magnus force on a moving superfluid vortex, which again is sensitive only to the charge outside of the horizon. For holographic systems these observables provide a field-theoretical way to distinguish how much charge is held by a dual horizon, but they may be useful in more general contexts as measures of deconfined (i.e. ""fractionalized"") charge degrees of freedom.","2012","2020-02-16 20:41:37","2023-09-19 08:13:24","2020-02-16 20:41:37","194004","","19","29","","Class. Quant. Grav.","","","","","","","","","","","INSPIRE","1081817","arXiv.org","","42 citations (INSPIRE 2023/9/19) 39 citations w/o self (INSPIRE 2023/9/19) Citation Key: Iqbal:2011bf arXiv:1112.3671 [hep-th]","","/home/nchagnet/Zotero/storage/L5B66K94/Iqbal2011bf.pdf","","","High Energy Physics - Theory; Condensed Matter - Strongly Correlated Electrons","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WKXYGJTD","journalArticle","2012","de Teramond, Guy F.; Brodsky, Stanley J.","Excited baryons in holographic QCD","Aip Conference Proceedings","","","10.1063/1.3701207","https://arxiv.org/abs/1108.0965","The light-front holographic QCD approach is used to describe baryon spectroscopy and the systematics of nucleon transition form factors.","2012-04-18","2023-09-12 13:24:16","2024-02-18 13:42:35","","168-175","","1","1432","","AIP Conf. Proc.","","","","","","","","","","","INSPIRE","922174","","","47 citations (INSPIRE 2024/2/18) 36 citations w/o self (INSPIRE 2024/2/18) Citation Key: deTeramond:2011qp arXiv:1108.0965 [hep-ph] number: SLAC-PUB-14526","","/home/nchagnet/Zotero/storage/J4828BLH/deTeramond2011qp.pdf","","","","Burkert, Volker; Jones, Mark; Pennington, Michael; Richards, David","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P5TF6LMH","journalArticle","2016","Fang, Zhen; Li, Danning; Wu, Yue-Liang","IR-improved soft-wall AdS/QCD model for baryons","Physics Letters B","","0370-2693","10.1016/j.physletb.2016.01.045","http://www.sciencedirect.com/science/article/pii/S0370269316000629","We construct an infrared-improved soft-wall AdS/QCD model for baryons by considering the infrared-modified 5D conformal mass and Yukawa coupling of the bulk baryon field. The model is also built by taking into account the parity-doublet pattern for the excited baryons. When taking the bulk vacuum structure of the meson field to be the one obtained consistently in the infrared-improved soft-wall AdS/QCD model for mesons, we arrive at a consistent prediction for the baryon mass spectrum in even and odd parity. The prediction shows a remarkable agreement with the experimental data. We also perform a calculation for the $\rho(a_1)$ meson-nucleon coupling constant and obtain a consistent result in comparison with the experimental data and many other models.","2016-03-10","2020-09-06 15:06:19","2024-02-18 13:42:24","2020-09-17 07:52:20","343-348","","","754","","Phys. Lett. B","","","","","","","","en","","","INSPIRE","1418840","ScienceDirect","","23 citations (INSPIRE 2024/2/18) 11 citations w/o self (INSPIRE 2024/2/18) ZSCC: 0000015 Citation Key: Fang:2016uer tex.ids= 2016 arXiv:1602.00379 [hep-ph]","","/home/nchagnet/Zotero/storage/GVSXVYKY/Fang2016uer.pdf; /home/nchagnet/Zotero/storage/N9E2KEFD/Fang2016uer.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VGR5S4GU","journalArticle","2013","Medvedyeva, Mariya V.; Gubankova, Elena; Čubrović, Mihailo; Schalm, Koenraad; Zaanen, Jan","Quantum corrected phase diagram of holographic fermions","Journal of High Energy Physics","","1029-8479","10.1007/JHEP12(2013)025","http://arxiv.org/abs/1302.5149","We study the phases of strongly correlated electron systems in two spatial dimensions in the framework of AdS${}_4$/CFT${}_3$ correspondence. The AdS (gravity) model consists of a Dirac fermion coupled to electromagnetic field and gravity. To classify the ground states of strongly correlated electrons on the CFT side and to construct the full phase diagram of the system, we construct a quantum many-body model of bulk fermion dynamics, based on the WKB approximation to the Dirac equation. At low temperatures, we find a quantum corrected approximation to the electron star where the edge is resolved in terms of wavefunctions extended fully through AdS. At high temperatures, the system exhibits a {\em first} order thermal phase transition to a charged AdS-RN black hole in the bulk and the emergence of local quantum criticality on the CFT side. This change from the third order transition experienced by the semi-classical electron star restores the intuition that the transition between the critical AdS-RN liquid and the finite density Fermi system is of van der Waals liquid-gas type.","2013","2020-02-16 20:40:49","2024-02-18 13:42:34","2020-02-16 20:40:49","025","","12","12","","JHEP","","","","","","","","","","","INSPIRE","1220587","arXiv.org","","14 citations (INSPIRE 2024/2/18) 11 citations w/o self (INSPIRE 2024/2/18) Citation Key: Medvedyeva:2013rpa arXiv:1302.5149 [hep-th]","","/home/nchagnet/Zotero/storage/SY62UUX5/Medvedyeva2013rpa.pdf","","","Condensed Matter - Strongly Correlated Electrons; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GCULMDYU","journalArticle","2013","Allais, Andrea; McGreevy, John","How to construct a gravitating quantum electron star","Physical Review D","","1550-7998, 1550-2368","10.1103/PhysRevD.88.066006","http://arxiv.org/abs/1306.6075","Motivated by the holographic study of Fermi surfaces, we develop methods to solve Einstein gravity coupled to fermions and gauge fields, with AdS boundary conditions and a chemical potential.","2013-09-17","2020-02-16 20:37:34","2024-02-18 13:42:32","2020-02-16 20:37:34","066006","","6","88","","Phys. Rev. D","","","","","","","","","","","INSPIRE","1239977","arXiv.org","","30 citations (INSPIRE 2024/2/18) 28 citations w/o self (INSPIRE 2024/2/18) ZSCC: 0000032 Citation Key: Allais:2013lha arXiv:1306.6075 [hep-th] number: MIT-CTP-4469, UCSD-PTH-13-08","","/home/nchagnet/Zotero/storage/DMCSWQTZ/Allais2013lha.pdf","","","Condensed Matter - Strongly Correlated Electrons; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IIX9IPH8","journalArticle","1987","Gurvitch, M.; Fiory, A. T.","Resistivity of ${\mathrm{La}}_{1.825}$${\mathrm{Sr}}_{0.175}$${\mathrm{CuO}}_{4}$ and ${\mathrm{YBa}}_{2}$${\mathrm{Cu}}_{3}$${\mathrm{O}}_{7}$ to 1100 K: Absence of saturation and its implications","Physical Review Letters","","","10.1103/PhysRevLett.59.1337","https://link.aps.org/doi/10.1103/PhysRevLett.59.1337","Resistivity was measured from Tc to 1100 K for La1.825Sr0.175CuO4, where it is linear to 1100 K, and for YBa2Cu3O7, where it is linear to 600 K, increases faster than linear at T>600 K because of loss of oxygen, and changes slope at the 950-K structural transition. The observed absence of saturation in the linear parts of the data implies weak electron-phonon coupling in both superconductors, thus excluding the possibility of phonon-mediated superconductivity. Values of the plasma energy are derived in combination with other experimental data.","1987-09-21","2023-09-19 08:12:49","2024-02-18 13:43:10","2023-09-19 08:12:49","1337-1340","","12","59","","Phys. Rev. Lett.","Resistivity of ${\mathrm{La}}_{1.825}$${\mathrm{Sr}}_{0.175}$${\mathrm{CuO}}_{4}$ and ${\mathrm{YBa}}_{2}$${\mathrm{Cu}}_{3}$${\mathrm{O}}_{7}$ to 1100 K","","","","","","","","","","","","APS","","537 citations (CrossRef 2024/2/18) Publisher: American Physical Society","","/home/nchagnet/Zotero/storage/JK6CLUDY/gurvitch1987.pdf","","","⛔ No INSPIRE recid found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L2RPMK7U","book","2013","Arfken, George B.; Weber, Hans-Jurgen; Harris, Frank E.","Mathematical methods for physicists: a comprehensive guide","","978-0-12-384654-9","","","","","2013","2020-09-16 15:20:00","2023-09-19 08:11:21","","","1205","","","","","Mathematical methods for physicists","","","","","Elsevier","Amsterdam ; Boston","","","","","","Library of Congress ISBN","QA37.3 .A74 2013","ZSCC: NoCitationData[s0] tex.ids= Arfken:2013","","/home/nchagnet/Zotero/storage/AESY29QZ/arfken2013.pdf","","","⛔ No INSPIRE recid found; Mathematical physics; Mathematics","","","","","","","","","","","","","","","","","","","","7th ed","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5UTSDNPL","book","2004","Landau, Lev Davidovich; Lifshitz, Evgeny Mikhailovich","Statistical physics, part 2: Theory of the condensed state","","5-02-013850-9","","","","","2004","2023-09-12 13:24:15","2023-09-19 08:10:04","","","","","","","","","","","","","Fizmatlit","","","","","","","","","Citation Key: Landau9","","","","","⛔ No INSPIRE recid found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FGHZT9MB","journalArticle","2019","Wu, Jian-Pin","Dynamical gap driven by Yukawa coupling in holography","The European Physical Journal C","","1434-6052","10.1140/epjc/s10052-019-7203-8","https://doi.org/10.1140/epjc/s10052-019-7203-8","We provide a novel mechanism to model the emergence of the dynamical gap in holography. It is implemented by introducing a novel coupling term, Yukawa interaction between the scalar field and the spinor field, in the Dirac action. By studying the fermionic spectral function, we find that the Yukawa coupling drives a dynamical gap formation. Moreover, the Yukawa coupling results in rearrangements of the spectrum at low frequency region but the density of states (DOS) for all Yukawa coupling parameter tend to the same value at the high frequency region, which is different from the well studied case with dipole coupling. We also study the evolution of the spectral function with temperature. We find that with the increase of temperature, the gap closes.","2019-08-19","2020-07-27 14:35:30","2023-09-19 08:09:52","2020-07-27 14:35:30","691","","8","79","","Eur. Phys. J. C","","","","","","","","en","","","INSPIRE","1750701","Springer Link","","4 citations (INSPIRE 2023/8/4) 2 citations w/o self (INSPIRE 2023/8/4) Citation Key: Wu:2019orq","","/home/nchagnet/Zotero/storage/86E3JZQZ/Wu2019orq.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
