"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"9XNMG8PW","bookSection","1997","Balay, Satish; Gropp, William D.; McInnes, Lois Curfman; Smith, Barry F.","Efficient Management of Parallelism in Object-Oriented Numerical Software Libraries","Modern Software Tools for Scientific Computing","978-1-4612-1986-6","","","https://doi.org/10.1007/978-1-4612-1986-6_8","Parallel numerical software based on the message passing model is enormously complicated. This paper introduces a set of techniques to manage the complexity, while maintaining high efficiency and ease of use. The PETSc 2.0 package uses object-oriented programming to conceal the details of the message passing, without concealing the parallelism, in a high-quality set of numerical software libraries. In fact, the programming model used by PETSc is also the most appropriate for NUMA shared-memory machines, since they require the same careful attention to memory hierarchies as do distributed-memory machines. Thus, the concepts discussed are appropriate for all scalable computing systems. The PETSc libraries provide many of the data structures and numerical kernels required for the scalable solution of PDEs, offering performance portability.","1997","2022-10-27 09:01:45","2023-09-12 13:16:07","2022-10-27 09:01:45","163-202","","","","","","","","","","","Birkhäuser","Boston, MA","en","","","","","Springer Link","","tex.ids= balayEfficientManagementParallelism1997 DOI: 10.1007/978-1-4612-1986-6_8","","","","Application Code; Ghost Point; Krylov Subspace; Message Passing; Message Passing Interface","⛔ No INSPIRE recid found","Arge, Erlend; Bruaset, Are Magnus; Langtangen, Hans Petter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WTG8HUCA","journalArticle","2020","Varma, Chandra M.","Colloquium: Linear in temperature resistivity and associated mysteries including high temperature superconductivity","Reviews of Modern Physics","","","10.1103/RevModPhys.92.031001","https://link.aps.org/doi/10.1103/RevModPhys.92.031001","Immediately after the discovery of high temperature superconductivity in the cuprates in 1987, properties in the metallic state above Tc were discovered that violated the reigning paradigm in condensed matter physics: the quasiparticle concept due to Landau. The most discussed of such properties is the linear in temperature resistivity down to asymptotically low temperatures, sometimes called Planckian resistivity, above the region of the highest Tc. Similar anomalies have since also been discovered in the heavy-fermion compounds and in the Fe-based superconducting metals, and most recently in twisted bilayer graphene. Innumerable papers in the past three decades have pointed out that the linear in T resistivity and associated properties are a mystery and the most important unsolved problem in condensed matter physics; superconductivity itself is a corollary to the normal state properties. Even in this prolifically investigated field, quantitative experimental results on crucial normal state and superconducting state properties have only recently become available. It is now possible to compare some of the detailed predictions of a theory for the normal and superconductive state in cuprates and in heavy fermions with the experiments. The theory gives the frequency and temperature dependence of various normal state properties and also their measured magnitudes in terms of the same values of two parameters. It also resolves the paradox of d-wave symmetry of superconductivity in the cuprates given that the scattering rate of fermions in the normal state is nearly momentum independent. The same parameters that govern the normal state anomalies are also deduced from the quantitative analysis of data in the superconducting state in cuprates. The simplicity of the results depends on the discovery of a new class of quantum-critical fluctuation in which orthogonal topological excitations in space and time determine the spectra, such that the correlations of the critical spectra are a product of a function of space and a function of time with the spatial correlation length proportional to the logarithm of the temporal correlation length. The fermions scattering with such fluctuations form a marginal Fermi liquid.","2020-07-07","2022-10-27 08:41:48","2024-02-18 13:41:48","2022-10-27 08:41:47","031001","","3","92","","Rev. Mod. Phys.","Colloquium","","","","","","","","","","","","APS","","90 citations (CrossRef 2024/2/18) tex.ids= varmaColloquiumLinearTemperature2020 tex.eprint: 1908.05686 publisher: American Physical Society","","/home/nchagnet/Zotero/storage/73L37UZS/varma2020.pdf","","","⛔ No INSPIRE recid found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZDDLXQ9H","journalArticle","2016","Donos, Aristomenis; Gauntlett, Jerome P.","Minimally packed phases in holography","Journal of High Energy Physics","","1029-8479","10.1007/JHEP03(2016)148","http://arxiv.org/abs/1512.06861","We numerically construct asymptotically AdS black brane solutions of $D=4$ Einstein-Maxwell theory coupled to a pseudoscalar. The solutions are holographically dual to $d=3$ CFTs at finite chemical potential and in a constant magnetic field, which spontaneously break translation invariance leading to the spontaneous formation of abelian and momentum magnetisation currents flowing around the plaquettes of a periodic Bravais lattice. We analyse the three-dimensional moduli space of lattice solutions, which are generically oblique, and show, for a specific value of the magnetic field, that the free energy is minimised by the triangular lattice, associated with minimal packing of circles in the plane. We show that the average stress tensor for the thermodynamically preferred phase is that of a perfect fluid and that this result applies more generally to spontaneously generated periodic phases. The triangular structure persists at low temperatures indicating the existence of novel crystalline ground states.","2016-03-21","2021-01-11 12:58:52","2024-02-18 13:42:23","2021-01-11 12:58:52","148","","3","03","","JHEP","","","","","","","","","","","INSPIRE","1411116","arXiv.org","","32 citations (INSPIRE 2024/2/18) 26 citations w/o self (INSPIRE 2024/2/18) Citation Key: Donos:2015eew tex.ids= donos2016a arXiv: 1512.06861 [hep-th] tex.eprint: 1512.06861","","/home/nchagnet/Zotero/storage/UYGYUS32/Donos2015eew.pdf; /home/nchagnet/Zotero/storage/8Q74NP46/Donos2015eew.pdf","","AdS-CFT Correspondence; Black Holes in String Theory; Holography and condensed matter physics (AdS/CMT)","High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XJ3X85JK","journalArticle","2003","Marel, D. van der; Molegraaf, H. J. A.; Zaanen, J.; Nussinov, Z.; Carbone, F.; Damascelli, A.; Eisaki, H.; Greven, M.; Kes, P. H.; Li, M.","Quantum critical behaviour in a high-Tc superconductor","Nature","","0028-0836, 1476-4687","10.1038/nature01978","http://www.nature.com/articles/nature01978","","2003-09","2022-10-27 08:34:15","2024-02-18 13:42:56","2022-10-27 08:34:14","271-274","","6955","425","","Nature","","","","","","","","en","","","","","DOI.org (Crossref)","","115 citations (INSPIRE 2024/2/18) 103 citations w/o self (INSPIRE 2024/2/18) Citation Key: vandeMarel:2003wn tex.ids= marelQuantumCriticalBehaviour2003 tex.copyright: 2003 Macmillan Magazines Ltd. tex.eprint: cond-mat/0309172 publisher: Nature Publishing Group","","/home/nchagnet/Zotero/storage/ZS8XQ8G8/vandeMarel2003wn.pdf","","Humanities and Social Sciences; multidisciplinary; Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F28WGQHS","journalArticle","2022","van Heumen, Erik; Feng, Xuanbo; Cassanelli, Silvia; Neubrand, Linda; de Jager, Lennart; Berben, Maarten; Huang, Yingkai; Kondo, Takeshi; Takeuchi, Tsunehiro; Zaanen, Jan","Strange metal electrodynamics across the phase diagram of Bi 2 − x Pb x Sr 2 − y La y CuO 6 + δ cuprates","Physical Review B","","2469-9950, 2469-9969","10.1103/PhysRevB.106.054515","https://link.aps.org/doi/10.1103/PhysRevB.106.054515","Unlocking the mystery of the strange metal state has become the focal point of high T$_{c}$ research, not because of its importance for superconductivity, but because it appears to represent a truly novel phase of matter dubbed `quantum supreme matter'. Detected originally through high magnetic field, transport experiments, signatures of this phase have now been uncovered with a variety of probes. Our high resolution optical data of the low T$_{c}$ cuprate superconductor, Bi$_{2-x}$Pb$_{x}$Sr$_{2-y}$La$_{y}$CuO$_{6+\delta}$ allows us to probe this phase over a large energy and temperature window. We demonstrate that the optical signatures of the strange metal phase persist throughout the phase diagram. The strange metal signatures in the optical conductivity are two-fold, (i): a low energy Drude response with Drude width on the order of temperature and (ii): a high energy conformal tail with doping dependent power-law exponent. While the Drude weight evolves monotonously throughout the entire doping range studied, the spectral weight contained in the high energy conformal tail appears to be doping and temperature independent. Our analysis further shows that the temperature dependence of the optical conductivity is completely determined by the Drude parameters. Our results indicate that there is no critical doping level inside the superconducting dome where the carrier density starts to change drastically and that the previously observed 'return to normalcy' is a consequence of the increasing importance of the Drude component relative to the conformal tail with doping. Importantly, both the doping and temperature dependence of the resistivity are largely determined by the Drude width.","2022-08-01","2022-10-27 08:34:28","2024-02-18 13:41:14","2022-10-27 08:34:27","054515","","5","106","","Phys. Rev. B","","","","","","","","en","","","INSPIRE","2075757","DOI.org (Crossref)","","7 citations (INSPIRE 2024/2/18) 6 citations w/o self (INSPIRE 2024/2/18) Citation Key: vanHeumen:2022rue tex.ids= vanheumenStrangeMetalElectrodynamics2022 arXiv: 2205.00899 [cond-mat.str-el] tex.eprint: 2205.00899 publisher: American Physical Society","","/home/nchagnet/Zotero/storage/ZTSGC2HY/vanHeumen2022rue.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9S4VF4J","journalArticle","2004","Zaanen, Jan","Why the temperature is high","Nature","","0028-0836, 1476-4687","10.1038/430512a","http://www.nature.com/articles/430512a","","2004-07","2022-10-27 08:35:02","2024-02-18 13:42:55","2022-10-27 08:35:02","512-513","","6999","430","","Nature","","","","","","","","en","","","","","DOI.org (Crossref)","","124 citations (INSPIRE 2024/2/18) 117 citations w/o self (INSPIRE 2024/2/18) tex.ids= zaanenWhyTemperatureHigh2004 publisher: Nature Publishing Group","","/home/nchagnet/Zotero/storage/UXS7HTSI/zaanen2004.pdf","","Humanities and Social Sciences; multidisciplinary; Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P9RVNK68","journalArticle","2019","Davison, Richard A.; Gentle, Simon A.; Goutéraux, Blaise","Slow relaxation and diffusion in holographic quantum critical phases","Physical Review Letters","","0031-9007, 1079-7114","10.1103/PhysRevLett.123.141601","http://arxiv.org/abs/1808.05659","The dissipative dynamics of strongly interacting systems are often characterised by the timescale set by the inverse temperature $\tau_P\sim\hbar/(k_BT)$. We show that near a class of strongly interacting quantum critical points that arise in the infra-red limit of translationally invariant holographic theories, there is a collective excitation (a quasinormal mode of the dual black hole spacetime) whose lifetime $\tau_{eq}$ is parametrically longer than $\tau_P$: $\tau_{eq}\gg T^{-1}$. The lifetime is enhanced due to its dependence on a dangerously irrelevant coupling that breaks the particle-hole symmetry and the invariance under Lorentz boosts of the quantum critical point. The thermal diffusivity (in units of the butterfly velocity) is anomalously large near the quantum critical point and is governed by $\tau_{eq}$ rather than $\tau_P$. We conjecture that there exists a long-lived, propagating collective mode with velocity $v_s$, and in this case the relation $D=v_s^2\tau_{eq}$ holds exactly in the limit $T\tau_{eq}\gg1$. While scale invariance is broken, a generalised scaling theory still holds provided that the dependence of observables on the dangerously irrelevant coupling is incorporated. Our work further underlines the connection between dangerously irrelevant deformations and slow equilibration.","2019-10-05","2022-04-01 08:36:42","2024-02-18 13:41:59","2022-04-01 08:36:42","141601","","14","123","","Phys. Rev. Lett.","","","","","","","","","","","INSPIRE","1688721","arXiv.org","","33 citations (INSPIRE 2024/2/18) 21 citations w/o self (INSPIRE 2024/2/18) Citation Key: Davison:2018ofp tex.ids= Davison:2018ofpa arXiv: 1808.05659 [hep-th]","","/home/nchagnet/Zotero/storage/KEZNXST8/Davison2018ofp.pdf; /home/nchagnet/Zotero/storage/5W84NCHV/Davison2018ofpa.pdf","","Condensed Matter - Strongly Correlated Electrons; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNGG3QWB","journalArticle","1994","Loram, J. W.; Mirza, K. A.; Wade, J. M.; Cooper, J. R.; Liang, W. Y.","The electronic specific heat of cuprate superconductors","Physica C: Superconductivity","","0921-4534","10.1016/0921-4534(94)91331-5","","We present the electronic specific heat coefficient γ(T) for several cuprate series determined from high resolution differential measurements. γ(T) is consistent with Fermi statistics, a low degeneracy temperature and at most a modest low temperature mass enhancement. We show the progression of γ(T) with hole doping for La2-ySryCuO4 and the overdoped system Tl2Ba2CuO6+δ, and demonstrate that the rapid fall in condensation energy in underdoped YBa2Cu3O6+x results from the growth of a pseudogap in the normal state quasiparticle spectrum. We discuss the effects of Zn doping on superconducting and pseudogap correlations in YBa2Cu3O6+x.","1994-12","2022-10-27 08:43:34","2024-02-18 13:43:05","","134–137","","","235–240","","","","","","","","","","english","","","","","","","244 citations (CrossRef 2024/2/18) Citation Key: loramElectronicSpecificHeat1994 tex.ids= loram1994","","/home/nchagnet/Zotero/storage/GZYVEY7M/loram1994.pdf","","","⛔ No INSPIRE recid found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3S4Q5746","journalArticle","2010","Faulkner, Thomas; Iqbal, Nabil; Liu, Hong; McGreevy, John; Vegh, David","Strange Metal Transport Realized by Gauge/Gravity Duality","Science","","0036-8075, 1095-9203","10.1126/science.1189134","https://science.sciencemag.org/content/329/5995/1043","Fermi liquid theory explains the thermodynamic and transport properties of most metals. The so-called non-Fermi liquids deviate from these expectations and include exotic systems such as the strange metal phase of cuprate superconductors and heavy fermion materials near a quantum phase transition. We used the anti–de-Sitter/conformal field theory correspondence to identify a class of non-Fermi liquids; their low-energy behavior is found to be governed by a nontrivial infrared fixed point, which exhibits nonanalytic scaling behavior only in the time direction. For some representatives of this class, the resistivity has a linear temperature dependence, as is the case for strange metals. Black hole theory is used to develop a mathematical description of a class of metals with unusual electronic properties. Black hole theory is used to develop a mathematical description of a class of metals with unusual electronic properties.","2010","2020-05-06 12:22:14","2024-02-18 13:42:45","2020-05-06 12:22:14","1043-1047","","5995","329","","Science","","","","","","","","en","Copyright © 2010, American Association for the Advancement of Science","","INSPIRE","873777","science.sciencemag.org","","115 citations (INSPIRE 2024/2/18) 103 citations w/o self (INSPIRE 2024/2/18) Citation Key: Faulkner:2010zz PMID: 20688983 publisher: American Association for the Advancement of Science section: Report","","/home/nchagnet/Zotero/storage/7EYHMCPD/Faulkner2010zz.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/20688983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YNXI3RYN","journalArticle","2019","Romero-Bermúdez, Aurelio; Krikun, Alexander; Schalm, Koenraad; Zaanen, Jan","Anomalous attenuation of plasmons in strange metals and holography","Physical Review B","","2469-9950, 2469-9969","10.1103/PhysRevB.99.235149","http://arxiv.org/abs/1812.03968","The plasmon is a ubiquitous collective mode in charged liquids. Due to the long-range Coulomb interaction, the massless zero sound mode of the neutral system acquires a finite plasmon frequency in the long-wavelength limit. In the zero-temperature state of conventional metals -- the Fermi liquid -- the plasmon lives infinitely long at long wavelength when the system is (effectively) translationally invariant. In contrast, we will show that in strongly entangled strange metals the protection of zero sound fails at finite frequency and plasmons are always short lived regardless of their wavelength. Computing the explicit plasmon response in holographic strange metals as an example, we show that decay into the quantum critical continuum replaces Landau damping and this happens for any wavelength.","2019-06-26","2021-09-30 08:30:28","2024-02-18 13:42:01","2021-09-30 08:30:28","235149","","23","99","","Phys. Rev. B","","","","","","","","","","","INSPIRE","1708060","arXiv.org","","24 citations (INSPIRE 2024/2/18) 16 citations w/o self (INSPIRE 2024/2/18) Citation Key: Romero-Bermudez:2018etn tex.ids= romero-bermudezAnomalousAttenuationPlasmons2019 arXiv: 1812.03968 [cond-mat.str-el] tex.eprint: 1812.03968 publisher: American Physical Society","","/home/nchagnet/Zotero/storage/34LL2I9P/Romero-Bermudez2018etn.pdf","","","Condensed Matter - Strongly Correlated Electrons; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N9FPCS4R","journalArticle","2019","Sulpizio, Joseph A.; Ella, Lior; Rozen, Asaf; Birkbeck, John; Perello, David J.; Dutta, Debarghya; Ben-Shalom, Moshe; Taniguchi, Takashi; Watanabe, Kenji; Holder, Tobias; Queiroz, Raquel; Principi, Alessandro; Stern, Ady; Scaffidi, Thomas; Geim, Andre K.; Ilani, Shahal","Visualizing Poiseuille flow of hydrodynamic electrons","Nature","","1476-4687","10.1038/s41586-019-1788-9","https://www.nature.com/articles/s41586-019-1788-9","Hydrodynamics, which generally describes the flow of a fluid, is expected to hold even for fundamental particles such as electrons when inter-particle interactions dominate1. Although various aspects of electron hydrodynamics have been revealed in recent experiments2–11, the fundamental spatial structure of hydrodynamic electrons—the Poiseuille flow profile—has remained elusive. Here we provide direct imaging of the Poiseuille flow of an electronic fluid, as well as a visualization of its evolution from ballistic flow. Using a scanning carbon nanotube single-electron transistor12, we image the Hall voltage of electronic flow through channels of high-mobility graphene. We find that the profile of the Hall field across the channel is a key physical quantity for distinguishing ballistic from hydrodynamic flow. We image the transition from flat, ballistic field profiles at low temperatures into parabolic field profiles at elevated temperatures, which is the hallmark of Poiseuille flow. The curvature of the imaged profiles is qualitatively reproduced by Boltzmann calculations, which allow us to create a ‘phase diagram’ that characterizes the electron flow regimes. Our results provide direct confirmation of Poiseuille flow in the solid state, and enable exploration of the rich physics of interacting electrons in real space.","2019-12","2022-10-27 08:59:02","2024-02-18 13:41:57","2022-10-27 08:59:02","75-79","","7785","576","","","","","","","","","","en","2019 The Author(s), under exclusive licence to Springer Nature Limited","","","","www.nature.com","","165 citations (CrossRef 2024/2/18) tex.ids= sulpizioVisualizingPoiseuilleFlow2019 tex.copyright: 2019 The Author(s), under exclusive licence to Springer Nature Limited tex.eprint: 1905.11662 publisher: Nature Publishing Group","","/home/nchagnet/Zotero/storage/BNCVE9TS/sulpizio2019.pdf","","Electronic devices; Electronic properties and devices; Electronic properties and materials; Two-dimensional materials","⛔ No INSPIRE recid found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMZKLYET","journalArticle","2014","Donos, Aristomenis; Gauntlett, Jerome P.","Holographic Q-lattices","Journal of High Energy Physics","","1029-8479","10.1007/JHEP04(2014)040","http://arxiv.org/abs/1311.3292","We introduce a new framework for constructing black hole solutions that are holographically dual to strongly coupled field theories with explicitly broken translation invariance. Using a classical gravitational theory with a continuous global symmetry leads to constructions that involve solving ODEs. We study in detail $D=4$ Einstein-Maxwell theory coupled to a complex scalar field with a simple mass term. We construct black holes dual to metallic phases which exhibit a Drude-type peak in the optical conductivity, but there is no evidence of an intermediate scaling that has been reported in other holographic lattice constructions. We also construct black holes dual to insulating phases which exhibit a suppression of spectral weight at low frequencies. We show that the model also admits a novel $AdS_3\times\mathbb{R}$ solution.","2014","2022-02-21 15:55:54","2024-02-18 13:42:31","2022-02-21 15:55:54","040","","4","04","","JHEP","","","","","","","","","","","INSPIRE","1264306","arXiv.org","","300 citations (INSPIRE 2024/2/18) 266 citations w/o self (INSPIRE 2024/2/18) Citation Key: Donos:2013eha tex.ids= Donos:2013ehaa arXiv: 1311.3292 [hep-th] number: IMPERIAL-TP-2013-JG-04","","/home/nchagnet/Zotero/storage/AG72BFU7/Donos2013eha.pdf","","","Condensed Matter - Strongly Correlated Electrons; General Relativity and Quantum Cosmology; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EK5LYWRK","journalArticle","2013","Bruin, J. A. N.; Sakai, H.; Perry, R. S.; Mackenzie, A. P.","Similarity of Scattering Rates in Metals Showing T-Linear Resistivity","Science","","0036-8075, 1095-9203","10.1126/science.1227612","https://www.sciencemag.org/lookup/doi/10.1126/science.1227612","","2013-02-15","2022-10-27 08:35:31","2024-02-18 13:42:33","2022-10-27 08:35:31","804-807","","6121","339","","Science","","","","","","","","en","","","","","DOI.org (Crossref)","","82 citations (INSPIRE 2024/2/18) 80 citations w/o self (INSPIRE 2024/2/18) tex.ids= bruinSimilarityScatteringRates2013 publisher: American Association for the Advancement of Science","","/home/nchagnet/Zotero/storage/V4BLHR4I/bruin2013.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NA54TKDE","journalArticle","2016","Blake, Mike","Universal Charge Diffusion and the Butterfly Effect in Holographic Theories","Physical Review Letters","","0031-9007, 1079-7114","10.1103/PhysRevLett.117.091601","https://link.aps.org/doi/10.1103/PhysRevLett.117.091601","We study charge diffusion in holographic scaling theories with a particle-hole symmetry. We show that these theories have a universal regime in which the diffusion constant is given by $D_c = C v_B^2/ (2 \pi T)$ where $v_B$ is the velocity of the butterfly effect. The constant of proportionality, $C$, depends only on the scaling exponents of the infra-red theory. Our results suggest an unexpected connection between transport at strong coupling and quantum chaos.","2016-08-23","2023-08-09 07:38:14","2024-02-18 13:42:21","2023-08-09 07:38:14","091601","","9","117","","Phys. Rev. Lett.","","","","","","","","en","","","INSPIRE","1435089","DOI.org (Crossref)","","205 citations (INSPIRE 2024/2/18) 195 citations w/o self (INSPIRE 2024/2/18) Citation Key: Blake:2016wvh arXiv:1603.08510 [hep-th] tex.eprint: 1603.08510 publisher: American Physical Society","","/home/nchagnet/Zotero/storage/WFNZKZZ5/Blake2016wvh.pdf; /home/nchagnet/Zotero/storage/ZE8AQF2Y/Blake2016wvh.pdf","","","Condensed Matter - Strongly Correlated Electrons; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44ZMPX7F","journalArticle","2005","Kovtun, P.  K.; Son, D. T.; Starinets, A. O.","Viscosity in Strongly Interacting Quantum Field Theories from Black Hole Physics","Physical Review Letters","","0031-9007, 1079-7114","10.1103/PhysRevLett.94.111601","https://link.aps.org/doi/10.1103/PhysRevLett.94.111601","The ratio of shear viscosity to volume density of entropy can be used to characterize how close a given fluid is to being perfect. Using string theory methods, we show that this ratio is equal to a universal value of $\hbar/4\pi k_B$ for a large class of strongly interacting quantum field theories whose dual description involves black holes in anti--de Sitter space. We provide evidence that this value may serve as a lower bound for a wide class of systems, thus suggesting that black hole horizons are dual to the most ideal fluids.","2005","2023-08-09 07:37:50","2024-02-18 13:42:54","2023-08-09 07:37:50","111601","","11","94","","Phys. Rev. Lett.","","","","","","","","en","","","INSPIRE","651094","DOI.org (Crossref)","","2878 citations (INSPIRE 2024/2/18) 2844 citations w/o self (INSPIRE 2024/2/18) Citation Key: Kovtun:2004de arXiv:hep-th/0405231 number: INT-PUB-04-09, UW-PT-04-04","","/home/nchagnet/Zotero/storage/PXLMS5L4/Kovtun2004de.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DVTGZ6VV","journalArticle","2017","Ling, Yi; Xian, Zhuo-Yu","Holographic butterfly effect and diffusion in quantum critical region","Journal of High Energy Physics","","1029-8479","10.1007/JHEP09(2017)003","http://link.springer.com/10.1007/JHEP09(2017)003","We investigate the butterfly effect and charge diffusion near the quantum phase transition in holographic approach. We argue that their criticality is controlled by the holographic scaling geometry with deformations induced by a relevant operator at finite temperature. Specifically, in the quantum critical region controlled by a single fixed point, the butterfly velocity decreases when deviating from the critical point. While, in the non-critical region, the behavior of the butterfly velocity depends on the specific phase at low temperature. Moreover, in the holographic Berezinskii-Kosterlitz-Thouless transition, the universal behavior of the butterfly velocity is absent. Finally, the tendency of our holographic results matches with the numerical results of Bose-Hubbard model. A comparison between our result and that in the $O(N)$ nonlinear sigma model is also given.","2017-09-01","2023-08-15 09:24:23","2023-09-29 08:20:08","2023-08-15 09:24:23","003","","9","09","","JHEP","","","","","","","","en","","","INSPIRE","1609289","DOI.org (Crossref)","","21 citations (INSPIRE 2023/9/29) 19 citations w/o self (INSPIRE 2023/9/29) Citation Key: Ling:2017jik arXiv:1707.02843 [hep-th]","","/home/nchagnet/Zotero/storage/4HA4R78T/Ling2017jik.pdf","","Condensed Matter - Strongly Correlated Electrons; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P2IVAT6B","journalArticle","2020","De Boer, Jan; Hartong, Jelle; Have, Emil; Obers, Niels; Sybesma, Watse","Non-boost invariant fluid dynamics","SciPost Physics","","2542-4653","10.21468/SciPostPhys.9.2.018","https://scipost.org/10.21468/SciPostPhys.9.2.018","We consider uncharged fluids without any boost symmetry on an arbitrary curved background and classify all allowed transport coefficients up to first order in derivatives. We assume rotational symmetry and we use the entropy current formalism. The curved background geometry in the absence of boost symmetry is called absolute or Aristotelian spacetime. We present a closed-form expression for the energy-momentum tensor in Landau frame which splits into three parts: a dissipative (10), a hydrostatic non-dissipative (2) and a non-hydrostatic non-dissipative part (4), where in parenthesis we have indicated the number of allowed transport coefficients. The non-hydrostatic non-dissipative transport coefficients can be thought of as the generalization of coefficients that would vanish if we were to restrict to linearized perturbations and impose the Onsager relations. For the two hydrostatic and the four non-hydrostatic non-dissipative transport coefficients we present a Lagrangian description. Finally when we impose scale invariance, thus restricting to Lifshitz fluids, we find 7 dissipative, 1 hydrostatic and 2 non-hydrostatic non-dissipative transport coefficients.","2020-08-11","2023-08-28 18:25:38","2024-02-18 13:41:46","2023-08-28 18:25:34","018","","2","9","","SciPost Phys.","","","","","","","","","","","INSPIRE","1792476","DOI.org (Crossref)","","42 citations (INSPIRE 2024/2/18) 34 citations w/o self (INSPIRE 2024/2/18) Citation Key: deBoer:2020xlc arXiv:2004.10759 [hep-th] number: EMPG-20-09, NORDITA 2020-028","","/home/nchagnet/Zotero/storage/YIL7EP7R/deBoer2020xlc.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FZEIX4PE","journalArticle","2017","Blake, Mike; Davison, Richard A.; Sachdev, Subir","Thermal diffusivity and chaos in metals without quasiparticles","Physical Review D: Particles and Fields","","2470-0010, 2470-0029","10.1103/PhysRevD.96.106008","https://arxiv.org/abs/1705.07896","We study the thermal diffusivity $D_T$ in models of metals without quasiparticle excitations (`strange metals'). The many-body quantum chaos and transport properties of such metals can be efficiently described by a holographic representation in a gravitational theory in an emergent curved spacetime with an additional spatial dimension. We find that at generic infra-red fixed points $D_T$ is always related to parameters characterizing many-body quantum chaos: the butterfly velocity $v_B$, and Lyapunov time $\tau_L$ through $D_T \sim v_B^2 \tau_L$. The relationship holds independently of the charge density, periodic potential strength or magnetic field at the fixed point. The generality of this result follows from the observation that the thermal conductivity of strange metals depends only on the metric near the horizon of a black hole in the emergent spacetime, and is otherwise insensitive to the profile of any matter fields.","2017-11-13","2023-09-12 13:05:02","2024-02-18 13:42:14","","106008","","10","96","","Phys. Rev. D","","","","","","","","","","","INSPIRE","1601010","","","112 citations (INSPIRE 2024/2/18) 101 citations w/o self (INSPIRE 2024/2/18) Citation Key: Blake:2017qgd arXiv:1705.07896 [hep-th] tex.eprint: 1705.07896","","/home/nchagnet/Zotero/storage/ICX4GU5L/Blake2017qgd.pdf; /home/nchagnet/Zotero/storage/M9CCA65P/Blake2017qgda.pdf","","Condensed Matter - Strongly Correlated Electrons; High Energy Physics - Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
